-433.098730,-470.980973,-331.093678,-224.279380,-229.301661,-259.864127,-266.787091,-269.395914,-263.818372,-260.520899,-263.105841,-270.341093,-272.144529,-269.369218,-269.505816,-270.412200,-254.454909,-229.038143,-211.672285,-188.526156,-163.919550,-162.261868,-180.736970,-181.899708,-166.795734,-165.008019,-176.935792,-195.949417,-214.896794,-231.360323,-241.852203,-249.562802,-255.622373,-261.574224,-262.888922,-266.274988,-269.946948,-270.359045,-276.501771,-276.750817,-280.014903,-271.626058,-246.083209,-278.012038,-276.889983,-241.011404,-276.991924
87.653617,72.525811,100.712681,97.503099,88.063532,68.113983,62.922010,61.978790,68.024454,73.718875,73.561122,69.481824,66.631135,68.346205,69.508055,72.120136,82.130421,86.738182,85.085044,95.979934,109.306373,108.644060,102.350919,105.283782,125.879780,144.544853,153.292774,156.744989,148.521843,135.769526,128.420954,118.833361,110.704316,102.506234,92.544863,87.836048,80.406584,77.758163,95.208599,72.109589,66.408773,96.132885,87.533364,70.291126,69.588446,76.848152,62.070093
21.212936,25.766692,13.992489,16.211285,13.725989,-3.591442,-7.280861,-4.941914,-4.366731,-4.618504,-6.986755,-8.749584,-9.267255,-6.441108,-3.936709,-2.268813,-9.505247,-16.481137,-15.658289,-3.920273,-10.745959,-18.213669,-19.946715,-19.264957,-18.148188,-12.089818,4.792890,20.698727,23.270337,19.673831,16.380830,12.563876,5.393912,3.308060,-1.410592,-0.942161,1.294492,-0.516223,-6.645798,-2.571797,-4.178390,-2.312999,6.277265,1.009542,-1.558352,4.766771,-5.303066
9.419046,9.640819,26.103078,25.200681,22.013512,9.564070,8.087775,10.080360,9.000971,3.313383,3.488043,5.638192,5.109695,8.472772,10.168012,4.679673,-10.216521,-19.036512,-23.979875,-31.418968,-46.350168,-40.694778,-28.806427,-30.774982,-38.967281,-44.403149,-36.930945,-22.768986,-11.220989,-8.115134,-11.580193,-8.979107,-7.982001,-7.344326,-6.227802,-6.256804,-5.191106,-5.295176,0.361781,-0.598459,-1.636661,5.681549,9.013684,4.719597,2.247559,14.603103,0.585920
-8.757008,-0.345769,13.512563,16.961103,17.880396,10.696947,9.279133,8.052551,6.017948,5.486311,6.365713,7.692644,7.812522,9.580748,10.270065,5.481354,-3.146677,-8.363513,-7.249312,-9.317992,-24.170659,-31.147094,-42.877347,-57.103149,-68.195116,-76.318981,-75.416083,-61.423360,-45.458257,-29.136919,-21.960983,-22.535396,-18.998524,-14.948061,-10.572326,-4.614043,-4.000803,-3.725388,-3.682307,3.082699,4.321814,9.242536,1.501775,10.142273,11.454263,10.642692,8.492091
-6.372967,-2.190912,16.130914,16.583671,14.332755,8.541113,6.724354,2.758942,2.400541,5.991634,7.712252,10.462289,8.007663,9.636154,8.926872,5.190635,5.653460,4.165763,2.972430,-0.360424,1.087235,0.759234,0.564474,-0.061505,-10.240300,-27.124132,-41.457207,-45.114181,-35.775837,-27.821766,-22.521103,-19.457527,-19.276496,-17.707660,-9.454480,-6.443464,-3.537597,0.517118,-6.746559,2.142668,4.477866,5.988007,6.680437,8.317310,9.035370,8.198534,8.695533
7.941454,6.961008,3.906134,5.726782,4.960110,0.365859,3.751098,0.212599,0.357200,1.556814,1.080651,7.463898,6.500420,5.013679,3.934979,6.157273,12.016943,20.513839,27.298145,20.744287,18.026845,18.246394,14.990092,11.521991,6.902913,3.308391,-9.566406,-21.631583,-21.542432,-14.022692,-10.377463,-6.430869,-3.598565,-2.814956,-1.921141,-1.917987,3.442975,2.601283,0.552098,-0.194977,2.577522,-0.548016,5.953993,2.442759,5.667818,10.411490,1.389881
14.741093,11.508093,8.154909,8.745567,8.399781,4.022040,6.683525,3.882971,1.759652,3.230532,0.857148,2.408669,7.672522,3.430148,3.635133,6.218621,12.986698,15.633052,17.344284,11.503330,7.194613,4.478332,0.231411,5.305079,6.574445,6.017189,1.783367,-2.706032,-2.782000,1.319065,5.471913,7.429216,9.422732,8.886818,6.976024,6.198964,9.146866,8.509203,1.310727,0.654508,3.307079,8.393986,9.151489,3.328603,0.605321,6.513645,3.880818
-3.806861,1.472913,6.626335,8.809550,12.012089,10.886223,10.450743,11.569152,10.754324,9.618425,5.423173,6.885820,9.647438,5.642315,5.488072,6.820660,8.087527,13.027594,16.320116,9.094274,0.601828,1.182569,7.876767,12.074781,14.556549,13.997484,12.501369,7.833730,6.286732,9.712233,14.690858,14.007398,11.705566,12.483420,10.826559,12.114932,13.810189,13.893744,10.127524,11.033204,9.304981,7.137089,16.130544,2.894194,3.340769,4.228098,1.347216
-8.379801,-2.234595,6.082443,6.861216,6.126120,3.231201,3.442471,3.785475,2.232626,-2.908398,-3.142936,0.371672,-0.153302,-0.768728,1.103706,-0.091010,-1.883989,-0.186665,-1.928465,-6.391529,-12.609386,-17.856844,-20.246810,-16.527968,-13.828656,-14.760182,-9.270063,-11.013491,-12.905045,-13.053465,-8.962948,-6.724247,-6.094896,-4.431615,-1.674212,-2.384502,-5.252656,-2.729082,1.715946,0.427459,0.864502,1.236125,7.060323,-3.954418,0.763139,-5.870480,-6.235269
12.619258,8.971784,0.604414,1.679261,1.907708,-0.006696,3.985417,5.277318,0.720994,-2.834969,0.868443,2.905118,0.585252,3.583308,0.692535,-2.195082,-6.266672,-13.236782,-19.088904,-26.210139,-24.928201,-17.416639,-14.127820,-12.082033,-7.568941,-7.479093,-9.283455,-11.737988,-16.734470,-14.991048,-12.420653,-14.151108,-13.580664,-11.774906,-4.509327,-1.861187,-5.469114,-2.281204,2.685207,0.066013,2.349441,3.888525,6.383646,-3.887173,-1.843018,1.281015,-4.063876
9.955584,7.431145,3.643733,4.829586,7.616109,15.133135,14.848789,12.166363,7.368277,11.277660,12.680015,13.257927,11.548932,11.697153,11.176533,12.240753,8.364650,4.221316,4.262806,3.937432,2.224815,2.545251,-2.047233,-5.195455,-8.219916,-5.265870,-3.641915,-8.315455,-14.423888,-10.142559,-0.948456,3.365901,4.467462,3.931942,8.366735,11.687250,13.197532,10.181026,16.433750,15.852134,13.814643,2.836038,9.524279,6.543020,7.935639,13.906093,11.134437
-4.972249,0.547887,-1.941761,-0.180801,3.143652,9.435688,10.252825,5.332562,7.882455,10.519232,9.425595,11.144450,13.455193,10.822294,8.504120,6.526994,7.825253,1.097939,-1.742472,-1.541035,-0.547711,4.751382,4.317520,2.067590,-4.369292,-2.559400,-2.030824,-5.264235,-7.881413,-4.274658,2.110156,-0.414787,0.763845,2.555533,4.564577,6.466130,10.405704,8.604800,10.732763,5.230322,5.274009,-4.695312,9.759820,3.792339,4.385224,10.935620,11.472026
6.553731,5.215750,3.159755,4.528065,6.762000,9.605955,8.630379,4.732076,4.352272,6.558275,8.297315,8.787155,14.743037,12.879816,8.730403,6.822519,14.405731,11.738411,11.800366,7.874665,6.144631,3.246404,11.670474,19.692174,17.979601,18.099935,20.090167,18.277661,13.563151,6.315307,4.740050,4.585253,4.957300,8.070266,12.196304,10.017721,6.680649,6.696991,11.717236,4.506004,5.294871,9.646513,7.270552,6.595907,8.398721,7.408885,13.248452
5.568567,5.406260,0.040982,1.101169,-0.679293,-1.233089,-2.554376,-2.521028,1.179320,-0.774803,0.264570,3.657773,6.753271,3.236713,2.049850,1.812242,3.795342,5.348841,2.760190,-7.530519,-11.923330,-14.052828,-11.223675,-8.065911,-12.528059,-15.336995,-13.950939,-3.298803,4.401808,4.284736,2.354251,-0.288479,-4.459730,-3.686744,0.421074,0.308528,-0.299385,-1.131786,2.418071,-0.686068,-5.400267,-0.753879,3.933311,-2.772797,-3.963565,-0.716383,-5.491387
